,start,end,content,wordcount
1526,5263.759,5266.01,"['Just', 'go', 'back', 'to', 'the', 'mall', 'or', 'something', '.']",9
1527,5267.679,5270.765,"['What', ""'s"", 'your', 'problem', ',', 'man', '?', 'She', ""didn't"", 'mean', 'any', 'harm', '.']",13
1528,5270.849,5272.475,"[""l'm"", 'gonna', 'get', 'killed', ',', ""'"", 'cause', 'she', ""'s"", 'a', 'moron', '.']",12
1529,5272.559,5273.768,"['She', ""'s"", 'not', 'a', 'moron', '.']",6
1530,5273.852,5276.437,"['lf', 'you', 'were', 'paying', 'attention', ',', 'it', ""wouldn't"", 'have', 'happened', '.']",11
1531,5276.521,5278.94,"['lf', 'you', ""hadn't"", 'been', 'playing', 'footsie', 'with', 'the', 'dumb', 'kid']",10
1532,5279.024,5280.107,"['she', ""wouldn't"", 'be', 'bothering', '.']",5
1533,5280.192,5281.692,"['What', 'the', 'hell', 'are', 'you', 'talking', 'about', '?']",8
1534,5281.777,5283.486,"['You', 'know', 'exactly', 'what', ""l'm"", 'talking', 'about', '.']",8
1535,5283.57,5286.781,"['This', 'is', 'a', 'multi-million', 'dollar', 'lawsuit', ',', 'not', 'some', 'excuse', 'for', 'puppy', 'love', '.']",14
1536,5286.865,5288.908,"[""We've"", 'been', 'working', 'our', 'butts', 'off', 'on', 'this', 'case', '.']",10
1537,5288.992,5290.034,"[""l'll"", 'tell', 'you', 'what', ',']",5
1538,5290.118,5293.204,"['you', 'do', 'whatever', 'you', 'want', 'with', 'your', 'butts', '.', ""l'm"", 'calling', 'in', 'sick', '.']",14
1539,5299.628,5301.879,"['Did', 'l', 'really', 'ruin', 'Daddy', ""'s"", 'lawsuit', '?']",8
1540,5302.673,5303.714,"['No', '.']",2
1541,5307.219,5308.552,"['Of', 'course', 'not', '.']",4
1542,5309.221,5311.18,"['Did', 'l', 'set', 'him', 'back', '?']",6
1543,5311.264,5314.767,"['There', ""'s"", 'so', 'much', 'work', 'to', 'be', 'done', 'and', 'he', ""can't"", 'afford', 'to', 'lose', 'that', 'time', '.']",17
1544,5314.893,5317.061,"[""Don't"", 'worry', 'about', 'it', '.', ""l'll"", 'take', 'care', 'of', 'it', '.']",11
1545,5317.437,5319.23,"['Your', 'father', ""won't"", 'lose', 'any', 'time', '.']",7
1546,5321.149,5323.234,"['Can', 'you', 'imagine', 'the', 'nerve', 'of', 'that', 'guy', '?']",9
1547,5323.402,5325.82,"['l', 'mean', ',', 'making', 'you', 'worry', 'like', 'that', '.']",9
1548,5326.989,5330.95,"['He', ""'s"", 'the', 'one', 'that', 'screwed', 'up', ',', 'and', 'then', 'he', 'goes', 'and', 'blames', 'us', '.']",16
1549,5331.034,5333.953,"['l', 'mean', ',', 'imagine', 'saying', 'we', 'were', '.', '.', '.']",10
1550,5335.247,5336.33,"['you', 'know', '.']",3
1551,5336.707,5339.917,"['That', ""'s"", 'right', '.', ""You've"", 'been', 'very', 'dedicated', 'to', 'this', 'case', '.']",12
1552,5340.544,5344.255,"['Yeah', ',', 'it', 'was', 'a', 'good', 'learning', 'experience', ',', 'at', 'least', 'for', 'me', '.']",14
1553,5344.339,5345.756,"['l', 'want', 'to', 'be', 'a', 'lawyer', '.']",7
1554,5346.299,5349.552,"['But', 'you', ',', 'l', 'mean', ',', 'you', ""don't"", 'need', 'to', 'be', 'doing', 'this', '.']",14
1555,5350.345,5353.18,"['Go', 'out', 'and', 'have', 'fun', '.', 'Go', 'shopping', '.']",9
1556,5355.35,5358.519,"['You', 'think', 'that', ""'s"", 'all', 'l', 'do', '?', ""l'm"", 'just', 'a', 'ditz', 'with', 'a', 'credit', 'card', '?']",17
1557,5358.812,5362.356,"['No', ',', 'that', ""'s"", 'not', 'what', 'l', 'meant', '.']",9
1558,5362.899,5364.358,"['lt', ""'s"", '.', '.', '.']",5
1559,5368.822,5372.45,"[""You're"", 'young', 'and', 'beautiful']",4
1560,5373.243,5374.368,"['and', '.', '.', '.']",4
1561,5374.995,5376.12,"['And', '?']",2
1562,5377.414,5380.499,"['And', ',', 'well', ',', 'what', '?']",6
1563,5381.752,5383.294,"['You', 'think', ""l'm"", 'beautiful', '?']",5
1564,5386.131,5387.131,"['You', 'know', '.', '.', '.']",5
1565,5388.175,5390.301,"['You', 'know', ""you're"", 'gorgeous', ',', 'all', 'right', '?']",8
1566,5390.385,5392.428,"['And', 'popular', 'and', '.', '.', '.']",6
1567,5395.348,5398.184,"['But', 'this', 'is', 'not', 'why', 'l', ',', 'you', 'know', ',', 'l', 'come', 'here', '.']",14
1568,5398.268,5400.811,"['This', 'is', 'a', 'good', 'learning', 'experience', 'for', 'me', '.']",9
1569,5402.189,5403.439,"['You', 'already', 'said', 'that', '.']",5
1570,5404.649,5406.859,"['Mel', '.', 'l', 'want', 'to', 'help', 'out', 'Mel', '.']",9
1571,5407.527,5409.987,"['He', ""'s"", 'the', 'only', 'one', 'who', 'cares', 'about', 'me', '.']",10
1572,5410.53,5411.989,"['That', ""'s"", 'not', 'true', '.']",5
1573,5412.741,5413.991,"['He', ""'s"", 'not', '?']",4
1574,5415.077,5416.118,"['No', '.']",2
1575,5417.662,5420.831,"['Are', 'you', 'saying', 'you', 'care', 'about', 'me', '?']",8
1576,5421.75,5422.958,"['Josh', '.', '.', '.']",4
1577,5439.851,5442.645,"['Well', ',', 'you', 'can', 'guess', 'what', 'happened', 'next', '.']",9
1578,5442.729,5443.771,"['Therefore', '.', '.', '.']",4
1579,5443.855,5446.732,"['As', 'if', '!', 'I', 'am', 'only', '1', '6', '.', '.', '.']",11
1580,5446.817,5448.776,"['and', 'this', 'is', 'California', 'not', 'Kentucky', '!']",7
1581,5448.86,5450.402,"['You', 'may', 'kiss', 'the', 'bride', '.']",6
1582,5472.634,5475.219,"['l', 'know', 'that', 'when', 'l', 'have', 'my', 'own', 'wedding', ',']",10
1583,5475.303,5478.222,"['l', 'want', 'this', ',', 'like', ',', 'this', 'whole', 'entire', 'floral', 'motif', ',']",12
1584,5478.306,5480.182,"['like', 'very', 'floral', 'garlands', '.', '.', '.']",7
1585,5480.267,5483.352,"['No', '.', 'When', 'l', 'get', 'married', ',', ""l'm"", 'gonna', 'have', 'a', 'sailor', 'dress']",13
1586,5483.436,5484.645,"['but', 'it', ""'s"", 'gonna', 'be', 'a', 'gown', '.']",8
1587,5484.729,5486.814,"['All', 'my', 'bridesmaids', 'are', 'gonna', 'wear', 'sailor', 'hats', '.']",9
1588,5486.898,5488.274,"['-That', 'sounds', 'so', 'cool', '.', '-With', 'veils', '.']",8
1589,5488.358,5490.317,"['My', 'God', ',', ""they're"", 'planning', 'our', 'weddings', 'already', '.']",9
1590,5490.402,5493.279,"['Could', 'you', 'all', 'stop', 'all', 'that', '""', 'till', 'death', 'do', 'us', 'part', '""', 'mumbo-jumbo', '?']",15
1591,5493.363,5497.032,"[""-l'm"", 'telling', 'you', ',', ""l'm"", 'completely', 'bugging', '.', '-Jeez', ',', ""l'm"", 'bugging', 'myself', '.']",14
1592,5497.659,5501.12,"['Girls', ',', 'she', ""'s"", 'about', 'to', 'throw', 'the', 'bouquet', '.', 'Come', 'on', '!']",13
1593,5502.747,5505.291,"['We', 'got', 'a', 'pool', 'going', 'to', 'see', 'whose', 'girl', 'gets', 'the', 'bouquet', '.']",13
1594,5505.375,5506.834,"['lt', ""'s"", 'up', 'to', '$200', '.']",6
1595,5507.419,5508.878,"['lt', ""'s"", 'in', 'the', 'bag', '.']",6
1596,5510.422,5512.59,"['All', 'right', ',', 'come', 'on', ',', 'girls', '.']",8
1597,5513.508,5515.593,"['Over', 'here', '!']",3
1598,5531.943,5533.277,"['l', 'got', 'it', '!']",4
